rocket_id,pi_bin,keff,lat,Pi,Kp,Kd,Kd_Kp_ratio,sr
R9170,Pi50-100,18.670739601925785,2,74.68295840770314,0.028537339845921612,0.028537339845921612,1.0,0.26666666666666666
R9170,Pi50-100,18.670739601925785,2,74.68295840770314,0.028537339845921612,0.0901779939131123,3.1600000000000006,0.7333333333333333
R9170,Pi50-100,18.670739601925785,2,74.68295840770314,0.028537339845921612,0.57,19.973830885343048,1.0
R9170,Pi50-100,18.670739601925785,2,74.68295840770314,0.04071898827408124,0.01,0.2455856695822002,0.26666666666666666
R9170,Pi50-100,18.670739601925785,2,74.68295840770314,0.04071898827408124,0.013030076247705998,0.32,0.26666666666666666
R9170,Pi50-100,18.670739601925785,2,74.68295840770314,0.04071898827408124,0.04071898827408124,1.0,0.26666666666666666
R9170,Pi50-100,18.670739601925785,2,74.68295840770314,0.04071898827408124,0.12867200294609674,3.16,0.8
R9170,Pi50-100,18.670739601925785,2,74.68295840770314,0.04071898827408124,0.57,13.99838316618541,1.0
R9170,Pi50-100,18.670739601925785,2,74.68295840770314,0.05810058032797764,0.01,0.17211532042451252,0.26666666666666666
R9170,Pi50-100,18.670739601925785,2,74.68295840770314,0.05810058032797764,0.018592185704952843,0.32,0.26666666666666666
R9170,Pi50-100,18.670739601925785,2,74.68295840770314,0.05810058032797764,0.05810058032797764,1.0,0.4666666666666667
R9170,Pi50-100,18.670739601925785,2,74.68295840770314,0.05810058032797764,0.18359783383640935,3.16,0.8666666666666667
R9170,Pi50-100,18.670739601925785,2,74.68295840770314,0.05810058032797764,0.57,9.810573264197213,1.0
R9170,Pi50-100,18.670739601925785,2,74.68295840770314,0.08290180030323827,0.01,0.12062464220827525,0.26666666666666666
R9170,Pi50-100,18.670739601925785,2,74.68295840770314,0.08290180030323827,0.026528576097036245,0.32,0.26666666666666666
R9170,Pi50-100,18.670739601925785,2,74.68295840770314,0.08290180030323827,0.08290180030323827,1.0,0.8
